"","sample","treename","in_final_tree","in_all_tree","in_internal_tree","type","dataType","inTopoConstraint","type2","reason"
"793","CHUNB46211","Trilepida_dimidiata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"794","CHUNB62461","Trilepida_koppesi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"795","CAP60","Liolaemus_alticolor",TRUE,TRUE,FALSE,"j.ympev.2x016.07.002","genomic",TRUE,"published","inTopoConstraint"
"796","MVZ_196515","Liolaemus_bellii",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"797","LJAMM-CNP14634","Liolaemus_darwinii",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"798","MVZ_180141","Liolaemus_magellanicus",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"799","MVZ236256","Bipes_biporus",TRUE,TRUE,FALSE,"rsbl20170393","genbank",FALSE,"published","not_placed"
"800","MVZ241283","Cricosaura_typica",TRUE,TRUE,FALSE,"rsbl20170393","genbank",FALSE,"published","not_placed"
"801","MVZ247605","Tupinambis_teguixin",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"802","SDSU_1648","Phymaturus_somuncurensis",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"803","NTMR10697","Fordonia_leucobalia",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"804","NTMR16167","Acrochordus_arafurae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"805","QMJ57120","Pseudothecadactylus_australis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"806","RAN_64845","Pygomeles_braconnieri",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"807","RAP0431","Rhinophis_erangaviraji",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"809","RAP0448","Cylindrophis_maculatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",FALSE,"new","not_placed"
"810","TWR_452",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"811","SAMAR29205","Saltuarius_swaini",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"812","SDSU4354","Smaug_mossambicus",TRUE,TRUE,FALSE,"rsbl20170393","genbank",FALSE,"published","not_placed"
"813","CAS247982",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"814","FMNH_255567","Pareas_hamptoni",TRUE,TRUE,FALSE,"10.1016/j.ympev.2016.04.015","genbank",FALSE,"published","not_placed"
"815","SEW6684","Saproscincus_lewisi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"816","YPM12866",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"817","TWR_902",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"819","TWR_245",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"820","TJC564","Cordylus_rivae",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",FALSE,"new","not_placed"
"821","phrynosoma_coronatum_uabc1007","Phrynosoma_coronatum",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"822","phrynosoma_solare",NA,FALSE,FALSE,FALSE,"CH-15-248",NA,FALSE,"published","roguenarok"
"823","phrynosoma_obiculare","Phrynosoma_orbiculare",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"824","phrynosoma_blainvillii","Phrynosoma_blainvillii",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"825","phrynosoma_modestum","Phrynosoma_modestum",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"826","TJC811","Corytophanes_hernandesii",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",FALSE,"new","bad_quality"
"827","phrynosoma_asio","Phrynosoma_asio",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"828","phrynosoma_braconnieri","Phrynosoma_braconnieri",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"829","phrynosoma_taurus","Phrynosoma_taurus",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"830","phrynosoma_mcallii",NA,FALSE,FALSE,FALSE,"CH-15-248",NA,FALSE,"published","roguenarok"
"831","sceloporus_bicanthalis","Sceloporus_bicanthalis",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"832","UWBM6281","Sceloporus_occidentalis",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"833","phrynosoma_ditmarsi","Phrynosoma_ditmarsi",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"834","phrynosoma_douglasi","Phrynosoma_douglasii",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"835","SDSNH76166","Uma_notata",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"836","phrynosoma_cornutum",NA,FALSE,FALSE,FALSE,"CH-15-248",NA,FALSE,"published","roguenarok"
"837","MZFC28101","Phrynosoma_sherbrookei",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"838","UWBM7587","Urosaurus_ornatus",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"839","phrynosoma_goodei","Phrynosoma_goodei",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"840","phrynosoma_cerroense","Phrynosoma_cerroense",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"841","phrynosoma_hernandesi","Phrynosoma_hernandesi",TRUE,TRUE,FALSE,"CH-15-248","genomic",TRUE,"published","inTopoConstraint"
"842","UWBM7347","Cophosaurus_texanus",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"843","TMOTT241","Amphisbaena_brasiliana",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"844","UWBM7362","Holbrookia_maculata",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"845","MVZ265543","Callisaurus_draconoides",TRUE,TRUE,FALSE,"evv026","genomic",TRUE,"published","inTopoConstraint"
"846","CHUNB52007","Gymnodactylus_amarali",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"847","CHUNB56644","Gymnodactylus_darwinii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"848","CHUNB56697","Gymnodactylus_geckoides",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"849","LJAMM-CNP10495","Homonota_fasciata",TRUE,TRUE,FALSE,"j.ympev.2x016.07.002","genomic",TRUE,"published","inTopoConstraint"
"850","CHUNB50461","Phyllopezus_lutzae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"851","TOMH_86-271","Basiliscus_basiliscus",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genbank",FALSE,"published","not_placed"
"852","CHUNB64617","Phyllopezus_pollicaris",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"853","TWR_1745","Uta_stansburiana",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"854","UMMZ_245020","Thecadactylus_solimoensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"855","UMFS_10133","Heloderma_suspectum",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"856","UMFS_10293","Shinisaurus_crocodilurus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"857","SAMAR46279","Aprasia_pseudopulchella",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"858","UMFS_10680","Calliophis_bivirgatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"859","UMMZ_244261_de_butl","Delma_butleri",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"860","UMFS_10995","Calabaria_reinhardtii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"861","UMMZ_244266_li_burt","Lialis_burtonis",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"862","CUMV_14267_Py_nigr","Pygopus_nigriceps",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"863","NTMR20537","Antaresia_childreni",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"864","SAMAR46757","Antaresia_maculosa",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"865","UMFS_11002","Aspidites_melanocephalus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"866","UMMZ_236558","Aspidites_ramsayi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"867","UMFS_11336","Bothrochilus_albertisii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"868","SAMAR27497","Liasis_fuscus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"869","UMMZ_236569","Liasis_papuanus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"870","UMMZ_225576","Malayopython_reticulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"871","UMMZ_227833","Morelia_spilota",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"872","UMMZ_227701","Morelia_viridis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"873","UMFS_11258","Python_curtus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"874","python_molurus_2","Python_molurus",TRUE,TRUE,FALSE,"rsbl20170393","genomic",TRUE,"published","inTopoConstraint"
"875","UMFS_11534","Acrochordus_granulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"876","UMMZ_227959","Simalia_amethistina",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"877","UMMZ_225444","Simalia_boeleni",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"878","UMMZ_227831","Simalia_nauta",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"879","UMMZ_225575","Simalia_tracyae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"880","UMFS_11782","Pseudopus_apodus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"881","CAS_228724","Ablepharus_pannonicus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"882","ATOL68",NA,FALSE,FALSE,FALSE,"rsbl20170393",NA,FALSE,"published","roguenarok"
"883","NMVD62105","Anepischetosia_maccoyi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"884","AMSR_115249_An_gowi","Anomalopus_gowi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"885","SAMAR_33738_An_leuc","Anomalopus_leuckartii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"886","AMSR_98693_An_swan","Anomalopus_swansoni",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"887","CHUNB36266","Aspronema_dorsivittatum",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"888","SAMAR45159","Acritoscincus_duperreyi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"889","SAMAR21133","Bellatorias_frerei",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"890","AJB077","Brachymeles_bonitae",TRUE,TRUE,FALSE,"syw001","genomic",TRUE,"published","inTopoConstraint"
"891","CHUNB40588","Brasiliscincus_agilis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"892","CN1637","Brasiliscincus_heathi",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"893","NA_ABTC51306_Ca_lepi","Calyptotis_lepidorostrum",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"894","SAMAR_33711_Ca_rufi","Calyptotis_ruficauda",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"895","QMJ46108","Calyptotis_scutirostrum",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"896","QMJ_88029_Ca_thor",NA,FALSE,FALSE,FALSE,"rablab_sqcl2",NA,FALSE,"new","roguenarok"
"897","CCM6582","Carlia_amax",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"898","NTMR22724","Carlia_amax",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"899","MCZA28608","Carlia_johnstonei",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"900","UMMZ_242604_Ca_mund","Carlia_munda",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"901","AMSR111510","Carlia_rubrigularis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"902","SAMAR55779","Carlia_rubrigularis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"903","MVZ242790","Chalcides_ocellatus",TRUE,TRUE,FALSE,"syw001","genomic",TRUE,"published","inTopoConstraint"
"904","QMJ_48382_Co_fron","Coeranoscincus_frontalis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"905","SAMAR_37800_Co_reti","Coeranoscincus_reticulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"906","QMJ_59237_Co_nauf","Coggeria_naufragus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"907","QMJ_60828_Eu_brac","Concinnia_brachysoma",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"908","SAMAR_55630_Eu_mart","Concinnia_martini",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"909","CHUNB64621","Copeoglossum_arajara",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"910","CHUNB51999","Copeoglossum_nigropunctatum",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"911","MVZ_Herp_252470","Cophoscincopus_simulans",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"912","UMFS_11250","Corucia_zebrata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"913","UMMZ_238024","Cryptoblepharus_voeltzkowi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"914","CCM0667","Cryptoblepharus_juno",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"915","CCM0391","Cryptoblepharus_metallicus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"916","CCM5451","Cryptoblepharus_metallicus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"917","CCM2605","Cryptoblepharus_zoticus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"918","NA_CCM2294_Ct_essi","Ctenotus_essingtonii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"919","SAMAR_61390_Ct_eucl","Ctenotus_euclae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"920","WAMR_119462_Ct_gemm","Ctenotus_gemmula",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"921","WAMR_121883_Ct_lanc","Ctenotus_lancelini",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"922","WAMR_119962_Ct_pant","Ctenotus_pantherinus",TRUE,TRUE,FALSE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"923","UMFS_11796","Xenosaurus_platyceps",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"924","WAMR_077870_Ct_scho","Ctenotus_schomburgkii",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"925","WAMR_151014_Ct_tant","Ctenotus_tantillus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"926","SAMAR26399","Cyclodomorphus_melanops",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"927","CUMV_14263_Eg_depr","Egernia_depressa",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"928","AMSR93467","Egernia_saxatilis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"929","KU307155",NA,FALSE,FALSE,FALSE,"syw001",NA,FALSE,"published","roguenarok"
"930","SAMAR_24711_Er_doug","Eremiascincus_douglasi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"931","CUMV_14288_Er_fasc","Eremiascincus_pallidus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"932","QMJ_51111_Er_pard","Eremiascincus_pardalis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"933","UMMZ_244332_er_rich","Eremiascincus_richardsonii",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"934","UMMZ_242515","Eugongylus_rufescens",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"935","SAMAR_33694_Eu_quoy","Eulamprus_quoyii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"936","SAMAR_32583_Eu_tymp","Eulamprus_tympanum",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"937","MVZ246017","Eurylepis_taeniolata",TRUE,TRUE,FALSE,"syw001","genomic",TRUE,"published","inTopoConstraint"
"938","NTMR_20408_Gl_darw","Glaphyromorphus_darwiniensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"939","QMJ_41359_Gl_fusc","Glaphyromorphus_fuscicaudis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"940","QMJ_48381_Gl_mjob","Glaphyromorphus_mjobergi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"941","QMJ_51110_Gl_nigr","Glaphyromorphus_nigricaudis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"942","AMSR_94572_Gl_pumi","Glaphyromorphus_pumilus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"943","QMJ_83221_Gl_punc","Glaphyromorphus_punctulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"944","RAN_65460","Grandidierina_lineata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"945","ABTC100626","Harrisoniascincus_zia",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"946","SAMAR_37459_He_decr","Hemiergis_decresiensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"947","SAMAR_51993_He_mill","Hemiergis_millewae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"948","UMFS_11279","Lamprolepis_smaragdina",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"949","CONX5113","Lampropholis_coggeri",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"950","CCM008","Lampropholis_mirabilis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"951","UMFS_10461","Leiolopisma_telfairii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"952","SMG_5777","Leptosiaphos_kilimensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"953","WAMR_116605_Le_bipe","Lerista_bipes",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"954","WAMR_135139_Le_dese","Lerista_desertorum",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"955","WAMR_113669_Le_eleg","Lerista_elegans",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"956","UMMZ_242679_Le_line","Lerista_lineopunctulata",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"957","WAMR_134410_Le_macr","Lerista_macropisthopus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"958","UMMZ_244363_le_timi","Lerista_muelleri",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"959","WAMR_164271_Le_verm","Lerista_vermicularis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"960","QMJ_88869","Liburnascincus_coensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"961","CONX5148","Liburnascincus_mundivensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"962","UMMZ_244330_eg_inor","Liopholis_inornata",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"963","WAMR132054","Liopholis_pulchra",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"964","CAS_236743","Lipinia_leptosoma",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"965","USNM305981","Lipinia_rabori",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"966","WAMR131278","Lissolepis_luctuosa",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"967","BPBM18690","Lobulia_elegans",TRUE,TRUE,FALSE,"syw001","genomic",TRUE,"published","inTopoConstraint"
"968","CONX5602","Lygisaurus_macfarlani",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"969","ENR0770","Lygisaurus_novaeguineae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"970","CONX5673","Lygisaurus_parrhasius",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"971","CAS_206645","Lygosoma_anguinum",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"972","CAS_210503","Lygosoma_popae",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"973","RAB_00521",NA,FALSE,FALSE,FALSE,"rablab_sqcl2",NA,FALSE,"new","bad_quality"
"974","UMMZ_238155","Mabuya_sp",FALSE,TRUE,TRUE,"rablab_sqcl2",NA,FALSE,"new","not_placed"
"975","RAN_65020","Madascincus_pyrurus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"976","CHUNB10472","Manciola_guaporicola",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"977","CWL615","Marisora_unimarginata",TRUE,TRUE,FALSE,"syw001","genomic",TRUE,"published","inTopoConstraint"
"978","UMMZ_244387_me_grey","Menetia_greyii",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"979","UMMZ_244412_me_surd","Menetia_surda",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"980","CWL614","Mesoscincus_managuae",TRUE,TRUE,FALSE,"syw001","genomic",TRUE,"published","inTopoConstraint"
"981","MVZ249721","Mochlus_brevicaudis",TRUE,TRUE,FALSE,"syw001","genomic",TRUE,"published","inTopoConstraint"
"982","CUMV_14262_Mo_butl","Morethia_butleri",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"983","UMMZ_244393_mo_line","Morethia_lineoocellata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"984","UMMZ_244401_mo_rufi","Morethia_ruficauda",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"985","NMVD60521","Carinascincus_coventryi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"986","SAMAR51652","Carinascincus_ocellatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"987","GRCOLLI26598","Notomabuya_frenata",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"988","UMMZ_242683_No_orna","Notoscincus_ornatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"989","SAMAR52131","Oligosoma_lichenigera",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"990","MVZ248453","Ophiomorus_raithmai",FALSE,TRUE,FALSE,"syw001","imputed",FALSE,"published","not_placed"
