sample,species,repDBtaxon,RepDBnotes,remainsUncertain,manualMatch,manualNotes
UMMZ_209970,Carphophis_amoenus,NA,multiple matches,FALSE,Carphophis amoenus,based on distribution
UMMZ_209971,Hydrops_triangularis,NA,multiple matches,FALSE,Hydrops triangularis,based on distribution
UMMZ_209987,Agkistrodon_contortrix,NA,multiple matches,FALSE,Agkistrodon contortrix,"voucher from South Carolina, which matches this distribution"
UMMZ_210730,Sonora_semiannulata,NA,multiple matches,FALSE,Sonora semiannulata,based on distribution
UMMZ_218815,Aparallactus_capensis,NA,multiple matches,FALSE,Aparallactus capensis,"voucher is from South Africa, which matches species distribution"
UMMZ_227725,Trachylepis_quinquetaeniata,NA,multiple matches,FALSE,Trachylepis quinquetaeniata,based on distribution
UMMZ_227833,Morelia_spilota,NA,multiple matches,FALSE,Morelia spilota,taxon has actually been consistent
UMMZ_239362,Charina_bottae,NA,multiple matches,FALSE,Charina bottae,based on distribution
UMMZ_242588_Ge_pilb,Gehyra_pilbara,NA,multiple matches,FALSE,Gehyra pilbara,based on distribution
UMMZ_242646_Ct_quat,Ctenotus_quattuordecimlineatus,NA,multiple matches,FALSE,Ctenotus quattuordecimlineatus,based on popgen data
UMMZ_244036,Dendrelaphis_punctulatus,NA,multiple matches,FALSE,Dendrelaphis punctulatus,based on distribution
UMMZ_244206_ct_isol,Ctenophorus_isolepis,NA,multiple matches,FALSE,Ctenophorus isolepis,based on distribution
UMMZ_244225_po_mino,Pogona_minor,NA,multiple matches,FALSE,Pogona minor,based on distribution
UMMZ_244239_ge_vari,Gehyra_variegata,NA,multiple matches,FALSE,Gehyra crypta,recent revision: https://peerj.com/articles/5334.pdf
UMMZ_245027,Anolis_chrysolepis,NA,multiple matches,FALSE,Anolis chrysolepis,confirmed by population genetic sequencing
UMMZ_245046,Atractus_flammigerus,NA,multiple matches,FALSE,Atractus flammigerus,based on distribution
UMMZ_245049,Chironius_multiventris,NA,multiple matches,FALSE,Chironius multiventris,based on distribution
RAB_00150,Xenopholis_sp,NA,NA,FALSE,Xenopholis scalaris,popgen data
UMMZ_245062,Erythrolamprus_reginae,NA,multiple matches,FALSE,Erythrolamprus reginae,based on distribution
UMMZ_245065,Oxyrhopus_melanogenys,NA,multiple matches,FALSE,Oxyrhopus melanogenys,based on distribution
UMMZ_245080,Micrurus_lemniscatus,NA,multiple matches,FALSE,Micrurus lemniscatus,based on distribution
UMMZ_245086,Bothrops_atrox,NA,multiple matches,FALSE,Bothrops atrox,based on distribution
UMMZ182803,Gehyra_oceanica,NA,multiple matches,FALSE,Gehyra oceanica,based on distribution
UWBM6281,Sceloporus_occidentalis,NA,multiple matches,FALSE,Sceloporus occidentalis,as listed in the paper where these data were published
UWBM7362,Holbrookia_maculata,NA,multiple matches,FALSE,Holbrookia maculata,as listed in the paper where these data were published
WAM_R160145,Heteronotia_spelea,NA,multiple matches,FALSE,Heteronotia spelea,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3823942/
YPM_13584,Tropidophis_haetianus,NA,multiple matches,FALSE,Tropidophis haetianus,as listed in the paper where these data were published
YPM_14096,Micrurus_fulvius,NA,multiple matches,FALSE,Micrurus fulvius,as listed in the paper where these data were published
YPM12868,Lacerta_viridis,NA,multiple matches,FALSE,Lacerta viridis,as listed in the paper where these data were published
CHUNB41316,Tantilla sp,NA,NA,FALSE,Tantilla melanocephala,based on pop gen data
CHUNB62580,Spilotes sp,NA,NA,TRUE,Spilotes pullatus,based on mtDNA data -- strong matches at 16S and ND4 but not at COI
GRCOLLI25665,Spilotes sp,NA,NA,TRUE,Spilotes pullatus,"based on mtDNA data -- strong matches at 12S, but just one short gene"
TJC1639,Lepidoblepharis sp,NA,NA,TRUE,,no strong matches on BLAST
TJC1641,Gelanesaurus sp,NA,NA,TRUE,,no strong matches on BLAST
K_KHOSROW,Iranian colubrine,NA,NA,TRUE,,cannot even match it to genus confidently!
